Controller,Module,Method,Type,MobileEndpoint,MobileStatus,Note,ERP_Path
Leads,leads,lead,ACTION,leads,GAP,"",admin/Leads/lead
Leads,leads,leads_kanban_load_more,ACTION,leads,GAP,"",admin/Leads/leads_kanban_load_more
Leads,leads,switch_kanban,ACTION,leads,GAP,"",admin/Leads/switch_kanban
Leads,leads,export,EXPORT,leads,GAP,"",admin/Leads/export
Leads,leads,delete,DELETE,leads,YES,"",admin/Leads/delete
Leads,leads,mark_as_lost,ACTION,leads,GAP,"",admin/Leads/mark_as_lost
Leads,leads,unmark_as_lost,ACTION,leads,GAP,"",admin/Leads/unmark_as_lost
Leads,leads,mark_as_junk,ACTION,leads,GAP,"",admin/Leads/mark_as_junk
Leads,leads,unmark_as_junk,ACTION,leads,GAP,"",admin/Leads/unmark_as_junk
Leads,leads,add_activity,ACTION,leads,GAP,"",admin/Leads/add_activity
Leads,leads,get_convert_data,VALIDATE,leads,GAP,"",admin/Leads/get_convert_data
Leads,leads,convert_to_customer,ACTION,leads,GAP,"",admin/Leads/convert_to_customer
Leads,leads,update_lead_status,ACTION,leads,GAP,"",admin/Leads/update_lead_status
Leads,leads,update_status_order,ACTION,leads,GAP,"",admin/Leads/update_status_order
Leads,leads,add_lead_attachment,UPLOAD,leads,GAP,"",admin/Leads/add_lead_attachment
Leads,leads,add_external_attachment,UPLOAD,leads,GAP,"",admin/Leads/add_external_attachment
Leads,leads,delete_attachment,DELETE,leads,YES,"",admin/Leads/delete_attachment
Leads,leads,delete_note,DELETE,leads,YES,"",admin/Leads/delete_note
Leads,leads,update_all_proposal_emails_linked_to_lead,ACTION,leads,GAP,"",admin/Leads/update_all_proposal_emails_linked_to_lead
Leads,leads,save_form_data,ACTION,leads,GAP,"",admin/Leads/save_form_data
Leads,leads,form,ACTION,leads,GAP,"",admin/Leads/form
Leads,leads,forms,ACTION,leads,GAP,"",admin/Leads/forms
Leads,leads,delete_form,DELETE,leads,YES,"",admin/Leads/delete_form
Leads,leads,sources,ACTION,leads,GAP,"",admin/Leads/sources
Leads,leads,source,ACTION,leads,GAP,"",admin/Leads/source
Leads,leads,delete_source,DELETE,leads,YES,"",admin/Leads/delete_source
Leads,leads,statuses,ACTION,leads,GAP,"",admin/Leads/statuses
Leads,leads,status,ACTION,leads,GAP,"",admin/Leads/status
Leads,leads,delete_status,DELETE,leads,YES,"",admin/Leads/delete_status
Leads,leads,add_note,ACTION,leads,GAP,"",admin/Leads/add_note
Leads,leads,email_integration_folders,ACTION,leads,GAP,"",admin/Leads/email_integration_folders
Leads,leads,test_email_integration,ACTION,leads,GAP,"",admin/Leads/test_email_integration
Leads,leads,email_integration,ACTION,leads,GAP,"",admin/Leads/email_integration
Leads,leads,change_status_color,ACTION,leads,YES,"",admin/Leads/change_status_color
Leads,leads,import,IMPORT,leads,GAP,"",admin/Leads/import
Leads,leads,validate_unique_field,ACTION,leads,GAP,"",admin/Leads/validate_unique_field
Leads,leads,bulk_action,BULK,leads,GAP,"",admin/Leads/bulk_action
Leads,leads,download_files,ACTION,leads,GAP,"",admin/Leads/download_files
Misc,misc,fetch_address_info_gmaps,ACTION,NONE,GAP,"",admin/Misc/fetch_address_info_gmaps
Misc,misc,get_currency,VALIDATE,NONE,GAP,"",admin/Misc/get_currency
Misc,misc,get_taxes_dropdown_template,VALIDATE,NONE,GAP,"",admin/Misc/get_taxes_dropdown_template
Misc,misc,dismiss_cron_setup_message,ACTION,NONE,GAP,"",admin/Misc/dismiss_cron_setup_message
Misc,misc,dismiss_cloudflare_notice,ACTION,NONE,GAP,"",admin/Misc/dismiss_cloudflare_notice
Misc,misc,dismiss_php_version_notice,ACTION,NONE,GAP,"",admin/Misc/dismiss_php_version_notice
Misc,misc,clear_system_popup,ACTION,NONE,GAP,"",admin/Misc/clear_system_popup
Misc,misc,tinymce_file_browser,ACTION,NONE,GAP,"",admin/Misc/tinymce_file_browser
Misc,misc,get_relation_data,VALIDATE,NONE,GAP,"",admin/Misc/get_relation_data
Misc,misc,delete_sale_activity,DELETE,NONE,GAP,"",admin/Misc/delete_sale_activity
Misc,misc,upload_sales_file,UPLOAD,NONE,GAP,"",admin/Misc/upload_sales_file
Misc,misc,add_sales_external_attachment,UPLOAD,NONE,GAP,"",admin/Misc/add_sales_external_attachment
Misc,misc,toggle_file_visibility,ACTION,NONE,GAP,"",admin/Misc/toggle_file_visibility
Misc,misc,format_date,ACTION,NONE,GAP,"",admin/Misc/format_date
Misc,misc,send_file,ACTION,NONE,GAP,"",admin/Misc/send_file
Misc,misc,update_ei_items_order,ACTION,NONE,GAP,"",admin/Misc/update_ei_items_order
Misc,misc,add_reminder,ACTION,NONE,GAP,"",admin/Misc/add_reminder
Misc,misc,get_reminders,VALIDATE,NONE,GAP,"",admin/Misc/get_reminders
Misc,misc,my_reminders,ACTION,NONE,GAP,"",admin/Misc/my_reminders
Misc,misc,reminders,ACTION,NONE,GAP,"",admin/Misc/reminders
Misc,misc,reminders_table,TAB,NONE,GAP,"",admin/Misc/reminders_table
Misc,misc,delete_reminder,DELETE,NONE,GAP,"",admin/Misc/delete_reminder
Misc,misc,get_reminder,VALIDATE,NONE,GAP,"",admin/Misc/get_reminder
Misc,misc,edit_reminder,ACTION,NONE,GAP,"",admin/Misc/edit_reminder
Misc,misc,run_cron_manually,ACTION,NONE,GAP,"",admin/Misc/run_cron_manually
Misc,misc,search,ACTION,NONE,GAP,"",admin/Misc/search
Misc,misc,remove_recent_search,ACTION,NONE,GAP,"",admin/Misc/remove_recent_search
Misc,misc,add_note,ACTION,NONE,GAP,"",admin/Misc/add_note
Misc,misc,edit_note,ACTION,NONE,GAP,"",admin/Misc/edit_note
Misc,misc,delete_note,DELETE,NONE,GAP,"",admin/Misc/delete_note
Misc,misc,set_setup_menu_closed,ACTION,NONE,GAP,"",admin/Misc/set_setup_menu_closed
Misc,misc,set_setup_menu_open,ACTION,NONE,GAP,"",admin/Misc/set_setup_menu_open
Misc,misc,dismiss_announcement,ACTION,NONE,GAP,"",admin/Misc/dismiss_announcement
Misc,misc,set_notifications_read,ACTION,NONE,GAP,"",admin/Misc/set_notifications_read
Misc,misc,set_notification_read_inline,ACTION,NONE,GAP,"",admin/Misc/set_notification_read_inline
Misc,misc,set_desktop_notification_read,ACTION,NONE,GAP,"",admin/Misc/set_desktop_notification_read
Misc,misc,mark_all_notifications_as_read_inline,ACTION,NONE,GAP,"",admin/Misc/mark_all_notifications_as_read_inline
Misc,misc,notifications_check,ACTION,NONE,GAP,"",admin/Misc/notifications_check
Misc,misc,staff_email_exists,ACTION,NONE,GAP,"",admin/Misc/staff_email_exists
Misc,misc,contact_email_exists,ACTION,NONE,GAP,"",admin/Misc/contact_email_exists
Misc,misc,access_denied,ACTION,NONE,GAP,"",admin/Misc/access_denied
Misc,misc,not_found,ACTION,NONE,GAP,"",admin/Misc/not_found
Misc,misc,change_maximum_number_of_digits_to_decimal_fields,ACTION,NONE,GAP,"",admin/Misc/change_maximum_number_of_digits_to_decimal_fields
Misc,misc,change_decimal_places,ACTION,NONE,GAP,"",admin/Misc/change_decimal_places
Misc,misc,convert_tables_to_innodb_engine,TAB,NONE,GAP,"",admin/Misc/convert_tables_to_innodb_engine
Misc,misc,upgrade_232_database,TAB,NONE,GAP,"",admin/Misc/upgrade_232_database
Mods,mods,index,LIST,NONE,GAP,"",admin/Mods/index
Mods,mods,activate,ACTION,NONE,GAP,"",admin/Mods/activate
Mods,mods,deactivate,ACTION,NONE,GAP,"",admin/Mods/deactivate
Mods,mods,uninstall,ACTION,NONE,GAP,"",admin/Mods/uninstall
Mods,mods,upload,ACTION,NONE,GAP,"",admin/Mods/upload
Mods,mods,upgrade_database,TAB,NONE,GAP,"",admin/Mods/upgrade_database
Mods,mods,update_version,ACTION,NONE,GAP,"",admin/Mods/update_version
Newsfeed,newsfeed,load_newsfeed,ACTION,NONE,GAP,"",admin/Newsfeed/load_newsfeed
Newsfeed,newsfeed,init_post_likes,ACTION,NONE,GAP,"",admin/Newsfeed/init_post_likes
Newsfeed,newsfeed,init_post_comments,ACTION,NONE,GAP,"",admin/Newsfeed/init_post_comments
Newsfeed,newsfeed,comment_single,ACTION,NONE,GAP,"",admin/Newsfeed/comment_single
Newsfeed,newsfeed,get_data,VALIDATE,NONE,GAP,"",admin/Newsfeed/get_data
Newsfeed,newsfeed,load_likes_modal,ACTION,NONE,GAP,"",admin/Newsfeed/load_likes_modal
Newsfeed,newsfeed,load_comment_likes_model,ACTION,NONE,GAP,"",admin/Newsfeed/load_comment_likes_model
Newsfeed,newsfeed,add_post,ACTION,NONE,GAP,"",admin/Newsfeed/add_post
Newsfeed,newsfeed,pin_newsfeed_post,ACTION,NONE,GAP,"",admin/Newsfeed/pin_newsfeed_post
Newsfeed,newsfeed,unpin_newsfeed_post,ACTION,NONE,GAP,"",admin/Newsfeed/unpin_newsfeed_post
Newsfeed,newsfeed,add_post_attachments,UPLOAD,NONE,GAP,"",admin/Newsfeed/add_post_attachments
Newsfeed,newsfeed,like_post,ACTION,NONE,GAP,"",admin/Newsfeed/like_post
Newsfeed,newsfeed,unlike_post,ACTION,NONE,GAP,"",admin/Newsfeed/unlike_post
Newsfeed,newsfeed,add_comment,ACTION,NONE,GAP,"",admin/Newsfeed/add_comment
Newsfeed,newsfeed,like_comment,ACTION,NONE,GAP,"",admin/Newsfeed/like_comment
Newsfeed,newsfeed,unlike_comment,ACTION,NONE,GAP,"",admin/Newsfeed/unlike_comment
Newsfeed,newsfeed,remove_post_comment,ACTION,NONE,GAP,"",admin/Newsfeed/remove_post_comment
Newsfeed,newsfeed,delete_post,DELETE,NONE,GAP,"",admin/Newsfeed/delete_post
Paymentmodes,paymentmodes,index,LIST,NONE,GAP,"",admin/Paymentmodes/index
Paymentmodes,paymentmodes,manage,ACTION,NONE,GAP,"",admin/Paymentmodes/manage
Paymentmodes,paymentmodes,delete,DELETE,NONE,GAP,"",admin/Paymentmodes/delete
Paymentmodes,paymentmodes,change_payment_mode_status,ACTION,NONE,GAP,"",admin/Paymentmodes/change_payment_mode_status
Paymentmodes,paymentmodes,change_payment_mode_show_to_client_status,ACTION,NONE,GAP,"",admin/Paymentmodes/change_payment_mode_show_to_client_status
Payments,payments,batch_payment_modal,ACTION,payments,GAP,"",admin/Payments/batch_payment_modal
Payments,payments,add_batch_payment,ACTION,payments,GAP,"",admin/Payments/add_batch_payment
Payments,payments,index,LIST,payments,YES,"",admin/Payments/index
Payments,payments,list_payments,ACTION,payments,GAP,"",admin/Payments/list_payments
Payments,payments,table,LIST,payments,YES,"",admin/Payments/table
Payments,payments,payment,ACTION,payments,GAP,"",admin/Payments/payment
Payments,payments,pdf,ACTION,payments,GAP,"",admin/Payments/pdf
Payments,payments,send_to_email,ACTION,payments,GAP,"",admin/Payments/send_to_email
Payments,payments,delete,DELETE,payments,YES,"",admin/Payments/delete
Projects,projects,index,LIST,projects,YES,"",admin/Projects/index
Projects,projects,table,LIST,projects,YES,"",admin/Projects/table
Projects,projects,staff_projects,ACTION,projects,GAP,"",admin/Projects/staff_projects
Projects,projects,expenses,ACTION,projects,GAP,"",admin/Projects/expenses
Projects,projects,add_expense,ACTION,projects,GAP,"",admin/Projects/add_expense
Projects,projects,project,ACTION,POST projects,GAP,"Create/Edit project",admin/Projects/project
Projects,projects,gantt,ACTION,projects,GAP,"",admin/Projects/gantt
Projects,projects,view,DETAIL,projects,GAP,"",admin/Projects/view
Projects,projects,milestones_tree,ACTION,projects,GAP,"",admin/Projects/milestones_tree
Projects,projects,mark_as,ACTION,PUT projects/{id}/mark_{status},YES,"Status change",admin/Projects/mark_as
Projects,projects,file,ACTION,projects,GAP,"",admin/Projects/file
Projects,projects,update_file_data,ACTION,projects,GAP,"",admin/Projects/update_file_data
Projects,projects,add_external_file,ACTION,projects,GAP,"",admin/Projects/add_external_file
Projects,projects,download_all_files,ACTION,projects,GAP,"",admin/Projects/download_all_files
Projects,projects,export_project_data,ACTION,projects,GAP,"",admin/Projects/export_project_data
Projects,projects,update_task_milestone,ACTION,projects,GAP,"",admin/Projects/update_task_milestone
Projects,projects,update_milestones_order,ACTION,projects,GAP,"",admin/Projects/update_milestones_order
Projects,projects,pin_action,ACTION,projects,GAP,"",admin/Projects/pin_action
Projects,projects,add_edit_members,ACTION,projects,GAP,"",admin/Projects/add_edit_members
Projects,projects,discussions,ACTION,projects,GAP,"",admin/Projects/discussions
Projects,projects,discussion,ACTION,projects,GAP,"",admin/Projects/discussion
Projects,projects,get_discussion_comments,VALIDATE,projects,GAP,"",admin/Projects/get_discussion_comments
Projects,projects,add_discussion_comment,ACTION,projects,GAP,"",admin/Projects/add_discussion_comment
Projects,projects,update_discussion_comment,ACTION,projects,GAP,"",admin/Projects/update_discussion_comment
Projects,projects,delete_discussion_comment,DELETE,projects,YES,"",admin/Projects/delete_discussion_comment
Projects,projects,delete_discussion,DELETE,projects,YES,"",admin/Projects/delete_discussion
Projects,projects,change_milestone_color,ACTION,projects,GAP,"",admin/Projects/change_milestone_color
Projects,projects,upload_file,UPLOAD,POST files/upload_bytes,YES,"Upload file",admin/Projects/upload_file
Projects,projects,change_file_visibility,ACTION,projects,GAP,"",admin/Projects/change_file_visibility
Projects,projects,change_activity_visibility,ACTION,projects,GAP,"",admin/Projects/change_activity_visibility
Projects,projects,remove_file,ACTION,projects,GAP,"",admin/Projects/remove_file
Projects,projects,milestones_kanban,ACTION,projects,GAP,"",admin/Projects/milestones_kanban
Projects,projects,milestones_kanban_load_more,ACTION,projects,GAP,"",admin/Projects/milestones_kanban_load_more
Projects,projects,milestones,ACTION,projects,GAP,"",admin/Projects/milestones
Projects,projects,boq,ACTION,projects,GAP,"",admin/Projects/boq
Projects,projects,add_update_boq,ACTION,projects,GAP,"",admin/Projects/add_update_boq
Projects,projects,delete_boq,DELETE,projects,YES,"",admin/Projects/delete_boq
Projects,projects,milestone,ACTION,projects,GAP,"",admin/Projects/milestone
Projects,projects,delete_milestone,DELETE,projects,YES,"",admin/Projects/delete_milestone
Projects,projects,bulk_action_files,BULK,projects,GAP,"",admin/Projects/bulk_action_files
Projects,projects,timesheets,ACTION,projects,GAP,"",admin/Projects/timesheets
Projects,projects,timesheet,ACTION,projects,GAP,"",admin/Projects/timesheet
Projects,projects,timesheet_task_assignees,ACTION,projects,GAP,"",admin/Projects/timesheet_task_assignees
Projects,projects,remove_team_member,ACTION,projects,GAP,"",admin/Projects/remove_team_member
Projects,projects,save_note,ACTION,projects,GAP,"",admin/Projects/save_note
Projects,projects,delete,DELETE,DELETE projects/{id},YES,"Delete project",admin/Projects/delete
Projects,projects,copy,ACTION,POST projects/{id}/copy,YES,"Copy project",admin/Projects/copy
Projects,projects,mass_stop_timers,ACTION,projects,GAP,"",admin/Projects/mass_stop_timers
Projects,projects,get_pre_invoice_project_info,VALIDATE,projects,GAP,"",admin/Projects/get_pre_invoice_project_info
Projects,projects,get_invoice_project_data,VALIDATE,projects,GAP,"",admin/Projects/get_invoice_project_data
Projects,projects,get_rel_project_data,VALIDATE,projects,GAP,"",admin/Projects/get_rel_project_data
Projects,projects,invoice_project,ACTION,projects,GAP,"",admin/Projects/invoice_project
Projects,projects,view_project_as_client,ACTION,projects,GAP,"",admin/Projects/view_project_as_client
Projects,projects,get_staff_names_for_mentions,VALIDATE,projects,GAP,"",admin/Projects/get_staff_names_for_mentions
Proposals,proposals,index,LIST,proposals,YES,"",admin/Proposals/index
Proposals,proposals,list_proposals,ACTION,proposals,GAP,"",admin/Proposals/list_proposals
Proposals,proposals,table,LIST,proposals,YES,"",admin/Proposals/table
Proposals,proposals,proposal_relations,ACTION,proposals,GAP,"",admin/Proposals/proposal_relations
Proposals,proposals,delete_attachment,DELETE,proposals,YES,"",admin/Proposals/delete_attachment
Proposals,proposals,clear_signature,ACTION,proposals,GAP,"",admin/Proposals/clear_signature
Proposals,proposals,sync_data,ACTION,proposals,GAP,"",admin/Proposals/sync_data
Proposals,proposals,proposal,ACTION,proposals,GAP,"",admin/Proposals/proposal
Proposals,proposals,get_template,VALIDATE,proposals,GAP,"",admin/Proposals/get_template
Proposals,proposals,send_expiry_reminder,ACTION,proposals,YES,"",admin/Proposals/send_expiry_reminder
Proposals,proposals,clear_acceptance_info,ACTION,proposals,GAP,"",admin/Proposals/clear_acceptance_info
Proposals,proposals,pdf,ACTION,proposals,GAP,"",admin/Proposals/pdf
Proposals,proposals,get_proposal_data_ajax,VALIDATE,proposals,GAP,"",admin/Proposals/get_proposal_data_ajax
Proposals,proposals,add_note,ACTION,proposals,GAP,"",admin/Proposals/add_note
Proposals,proposals,get_notes,VALIDATE,proposals,GAP,"",admin/Proposals/get_notes
Proposals,proposals,convert_to_estimate,ACTION,proposals,GAP,"",admin/Proposals/convert_to_estimate
Proposals,proposals,convert_to_invoice,ACTION,proposals,GAP,"",admin/Proposals/convert_to_invoice
Proposals,proposals,get_invoice_convert_data,VALIDATE,proposals,GAP,"",admin/Proposals/get_invoice_convert_data
Proposals,proposals,get_estimate_convert_data,VALIDATE,proposals,GAP,"",admin/Proposals/get_estimate_convert_data
Proposals,proposals,send_to_email,ACTION,proposals,YES,"",admin/Proposals/send_to_email
Proposals,proposals,copy,ACTION,proposals,YES,"",admin/Proposals/copy
Proposals,proposals,mark_action_status,ACTION,proposals,GAP,"",admin/Proposals/mark_action_status
Proposals,proposals,delete,DELETE,proposals,YES,"",admin/Proposals/delete
Proposals,proposals,get_relation_data_values,VALIDATE,proposals,GAP,"",admin/Proposals/get_relation_data_values
Proposals,proposals,add_proposal_comment,ACTION,proposals,GAP,"",admin/Proposals/add_proposal_comment
Proposals,proposals,edit_comment,ACTION,proposals,GAP,"",admin/Proposals/edit_comment
Proposals,proposals,get_proposal_comments,VALIDATE,proposals,GAP,"",admin/Proposals/get_proposal_comments
Proposals,proposals,remove_comment,ACTION,proposals,GAP,"",admin/Proposals/remove_comment
Proposals,proposals,save_proposal_data,ACTION,proposals,GAP,"",admin/Proposals/save_proposal_data
Proposals,proposals,pipeline,ACTION,proposals,GAP,"",admin/Proposals/pipeline
Proposals,proposals,pipeline_open,ACTION,proposals,GAP,"",admin/Proposals/pipeline_open
Proposals,proposals,update_pipeline,ACTION,proposals,GAP,"",admin/Proposals/update_pipeline
